	defect_type	features
0	knot_defect	"[[-0.00053383 -0.00241278  0.00104448 ..., -0.00020856  0.00285676
   0.00449879]
 [ 0.00117653 -0.00156921  0.00186561 ...,  0.00405567  0.00597883
   0.00667356]
 [ 0.00073034  0.00022595  0.00178158 ...,  0.00019587  0.00487154
   0.0057041 ]
 ..., 
 [ 0.00190183  0.00092753  0.00210371 ...,  0.00392739  0.00891744
   0.0059024 ]
 [-0.00043776  0.00039565  0.00237217 ...,  0.00015029  0.00826433
   0.00114246]
 [ 0.00283635  0.00350365  0.00311319 ..., -0.00135346  0.00435779
   0.00335684]]"
1	knot_sound	"[[ -1.13668079e-02  -1.33648692e-02   1.14904204e-02   1.35316988e-02
   -1.14322854e-02  -4.83931676e-02   2.74972469e-02   4.92134094e-02
    1.24513162e-02  -5.53100817e-02   1.69795565e-02   5.55896908e-02
    1.20829400e-02  -1.43397404e-02   1.32186031e-02   1.49984071e-02
   -2.81141400e-02  -2.07770113e-02   3.15265208e-02   2.81983092e-02
    2.23883554e-01   1.36585340e-01   3.03604752e-01   2.17143700e-01
   -2.08519503e-01   1.65253758e-01   2.74813175e-01   2.41792917e-01
    4.01672535e-02  -1.04752155e-02   4.08375449e-02   2.08818726e-02
   -2.78929956e-02   1.25810904e-02   2.78929956e-02   1.75899249e-02
    3.44986171e-01  -1.72835559e-01   3.63011330e-01   2.00207010e-01
   -2.84068227e-01  -7.88390189e-02   3.30360353e-01   1.86788291e-01
    5.17948978e-02   1.89770982e-02   5.43703064e-02   2.00905167e-02
   -7.73617532e-03   8.78000166e-03   7.91181717e-03   8.85647256e-03
    9.83202271e-03   3.13480012e-02   2.42356658e-02   3.26315351e-02
    1.13621149e-02   2.44387351e-02   2.98948977e-02   3.43236625e-02
    1.44752357e-02   1.15308808e-02   1.59155764e-02   1.21083269e-02]
 [  6.51263108e-04  -4.42998204e-03   1.12138921e-03   4.70688473e-03
    5.08860201e-02  -5.61283492e-02   5.16001917e-02   6.03307560e-02
    1.90761350e-02  -1.35857761e-02   3.43721770e-02   2.62496267e-02
   -3.09413335e-05   1.68054394e-05   1.33515103e-03   9.59629950e-04
   -1.39153088e-02   7.61907035e-03   2.78216749e-02   3.61526310e-02
    1.11139216e-01  -8.01490843e-02   1.42959282e-01   1.37175590e-01
    3.99237007e-01  -1.03040226e-01   5.07161200e-01   1.26572937e-01
    1.70080233e-02  -6.35863142e-03   2.64076125e-02   9.89872683e-03
    8.01063492e-04  -1.33764837e-02   9.96568985e-03   2.20574215e-02
    1.89449593e-01   9.86212417e-02   2.06449211e-01   1.23042628e-01
    3.17568421e-01   7.26739615e-02   4.83426273e-01   1.54170498e-01
    3.25057022e-02  -4.83308941e-05   3.41840535e-02   5.67759899e-03
   -3.41423380e-04   6.98211743e-03   2.07474944e-03   8.00955109e-03
    3.48885134e-02   3.65830325e-02   3.77911627e-02   6.10988922e-02
    9.61120613e-03  -5.08813420e-03   3.81007195e-02   3.68066430e-02
    1.10751041e-03   1.76152069e-04   1.47179770e-03   4.55681671e-04]
 [  4.25411272e-04  -3.88655812e-03   1.46898453e-03   4.03928524e-03
    4.09303084e-02  -4.43900265e-02   4.18496057e-02   4.87747006e-02
    2.64239740e-02  -1.40844043e-02   2.96685435e-02   2.08599903e-02
    3.46584886e-04   2.34831023e-04   1.73960824e-03   4.74733941e-04
   -8.82079545e-03   2.25159898e-02   2.66380608e-02   2.65377630e-02
    9.95691195e-02  -4.39827926e-02   1.41790420e-01   8.11927989e-02
    4.21691597e-01  -1.18517615e-01   4.96260256e-01   1.33671805e-01
   -4.62270156e-03  -2.58655311e-03   7.55410595e-03   4.68791788e-03
   -1.19468074e-04  -2.81414390e-02   1.19913798e-02   3.09527218e-02
    1.05354071e-01   3.43068838e-02   1.18647888e-01   1.34321660e-01
    3.93429965e-01   1.13588154e-01   5.01845002e-01   1.19483009e-01
    6.35667052e-03   3.45221534e-03   1.29795121e-02   5.46986237e-03
   -2.48559954e-04   5.13140112e-03   9.60529025e-04   5.22407005e-03
    4.46740575e-02   5.35883158e-02   4.64636311e-02   5.94622642e-02
    1.93441007e-02   6.46772282e-03   3.90032120e-02   1.99430920e-02
   -5.32791484e-04  -1.63699326e-04   2.07501068e-03   4.63528122e-04]]"
2	knot_sound	"[[ 0.00669962 -0.00625521  0.0083145  ..., -0.00212512  0.00495941
   0.00299026]
 [ 0.00061971  0.00059769  0.00649814 ...,  0.00070081  0.00335007
   0.00316081]
 [ 0.00166885 -0.00046248  0.0033112  ..., -0.00212595  0.00592135
   0.00297119]
 ..., 
 [ 0.00113064 -0.00103997  0.00244053 ...,  0.00112194  0.00369985
   0.00676551]
 [-0.00252688 -0.01281236  0.00685126 ...,  0.00154495  0.00999473
   0.00454524]
 [ 0.00069054 -0.0006038   0.00171579 ..., -0.00048032  0.00470527
   0.00401207]]"
3	knot_sound	"[[ -1.64373440e-03  -1.30146536e-05   1.64577982e-03   5.22565038e-04
    5.42653911e-02   5.17414184e-04   8.77787098e-02   2.84439255e-03
    1.64118949e-02   6.50104508e-03   1.66853946e-02   1.85182281e-02
    5.69611962e-04  -7.71474617e-04   1.69185689e-03   1.96870137e-03
   -9.53328889e-03  -2.19851127e-03   1.17295627e-02   3.84116662e-03
    4.12804395e-01   2.75862161e-02   6.15349233e-01   4.24269773e-02
    3.19384485e-02  -3.46475206e-02   5.65989986e-02   4.98197302e-02
    8.45392141e-03  -9.47441999e-03   1.44297574e-02   1.08014047e-02
   -9.56132635e-03  -8.06609052e-04   1.23829413e-02   2.81646429e-03
    3.65529478e-01  -3.09108682e-02   5.15841961e-01   3.90341990e-02
    4.60036285e-03  -7.61798099e-02   7.19117969e-02   8.68382826e-02
    1.23058679e-02  -1.11679528e-02   2.11085770e-02   1.19613893e-02
   -3.37433536e-03  -8.11254722e-04   4.09585563e-03   8.41568632e-04
    4.73605506e-02   1.73667783e-03   6.12144396e-02   5.67085715e-03
    2.76575261e-03  -4.74268477e-03   9.91048384e-03   8.45200941e-03
    2.34420178e-03   9.86653613e-04   4.96510928e-03   2.76060100e-03]
 [ -1.56236079e-03  -1.23628636e-03   1.57236296e-03   2.30752537e-03
    5.60067408e-02   4.01794864e-03   9.09539610e-02   7.23921275e-03
    1.55412666e-02   2.44313874e-03   1.67381894e-02   1.34203108e-02
    7.06509629e-04  -1.07591704e-03   2.20672693e-03   1.79503590e-03
   -6.12674234e-03  -7.00531353e-04   8.00027233e-03   1.38935854e-03
    4.22360837e-01   2.76135802e-02   6.29726410e-01   5.51902391e-02
    1.52743608e-02  -3.91003266e-02   4.28397469e-02   5.37595078e-02
    1.01450998e-02  -1.05796382e-02   1.51165063e-02   1.18669206e-02
   -1.57430172e-02  -2.87272222e-03   2.06932984e-02   5.27819106e-03
    3.55196565e-01  -2.45561507e-02   4.93361920e-01   5.13805449e-02
    1.08790239e-02  -8.21906403e-02   8.25831965e-02   8.46822709e-02
    1.51281413e-02  -6.72305189e-03   2.42621489e-02   1.08825853e-02
   -3.71689303e-03  -4.27948282e-04   4.22380771e-03   5.51730918e-04
    4.76764254e-02   8.94600060e-03   6.08314648e-02   1.01363063e-02
    3.41097987e-03  -1.51100848e-03   1.37042180e-02   8.35595187e-03
    1.46751222e-03  -6.47565583e-04   4.66633122e-03   2.96522141e-03]
 [ -1.32555037e-03  -6.40593353e-04   1.34535809e-03   7.40829448e-04
    5.22727035e-02   1.35481800e-03   8.70032161e-02   3.13468627e-03
    1.83276217e-02   9.17726487e-04   1.88780650e-02   1.39050037e-02
    1.17436524e-04  -2.46014621e-04   1.44242414e-03   2.41477648e-03
   -5.07213641e-03  -1.89378858e-03   6.51657814e-03   6.94385450e-03
    3.99468899e-01   3.26900743e-02   6.29050672e-01   5.06420732e-02
    3.88156325e-02  -3.71314995e-02   6.99129850e-02   7.52731562e-02
    7.05169793e-03  -9.66021232e-03   1.71967577e-02   1.02356132e-02
   -5.74676460e-03  -1.67262426e-03   9.46615450e-03   3.10663716e-03
    3.50901186e-01  -2.34578233e-02   5.14659703e-01   4.51144539e-02
    4.75662202e-03  -7.06001669e-02   7.77180940e-02   8.11805427e-02
    1.47344591e-02  -9.86531656e-03   2.77160704e-02   1.21381478e-02
   -3.16036632e-03  -3.84078041e-04   4.03787941e-03   5.31940954e-04
    4.54850420e-02   2.46484857e-03   6.01232126e-02   1.06811021e-02
    4.95925173e-03  -3.95131856e-03   1.25827072e-02   1.01803821e-02
    8.00904119e-04   2.19680238e-04   5.39705111e-03   3.77348694e-03]
 [ -1.33681786e-03   9.32402836e-05   1.41881919e-03   9.30393522e-04
    5.46359383e-02   3.99926165e-03   9.19946805e-02   7.40545476e-03
    1.74084827e-02   2.85053742e-03   1.93305127e-02   1.50844334e-02
    6.05474343e-04  -9.52740142e-04   2.55154120e-03   1.96526060e-03
   -3.42283724e-03  -1.86348625e-03   4.12298646e-03   4.08924464e-03
    4.13077980e-01   3.23578417e-02   6.28416538e-01   6.08222373e-02
    2.72917598e-02  -4.73736115e-02   5.18636890e-02   6.69251978e-02
    7.20143039e-03  -9.83934663e-03   1.94059350e-02   1.22778732e-02
   -1.20283179e-02  -3.38442158e-03   1.68999992e-02   3.66138318e-03
    3.45944583e-01  -3.06170471e-02   4.99930918e-01   6.49331883e-02
    1.18964957e-02  -8.38268101e-02   8.31091851e-02   9.05082598e-02
    1.57467145e-02  -6.15050644e-03   3.64106260e-02   1.36362733e-02
   -3.85489571e-03  -4.50939406e-04   4.26615262e-03   7.38671457e-04
    4.73896004e-02   1.38558047e-02   6.21154346e-02   1.63313467e-02
    6.11863798e-03   3.13106109e-04   1.56524796e-02   1.29957218e-02
   -1.97055307e-03  -2.79554795e-03   3.65845556e-03   5.19260531e-03]
 [ -2.53213500e-03  -2.13003252e-04   2.53213500e-03   3.91202135e-04
    5.75456545e-02   5.07353339e-03   6.10837750e-02   1.34338699e-02
    7.71126989e-03   2.53724959e-03   1.25020323e-02   1.41667603e-02
   -1.00633141e-03  -2.05805612e-04   2.70162593e-03   1.59927644e-03
   -1.52742332e-02  -7.59477029e-04   1.52742332e-02   2.58889981e-03
    4.61848050e-01   6.49514329e-03   4.84198779e-01   7.64835700e-02
   -2.91555468e-02   4.53171656e-02   7.89121687e-02   8.99098292e-02
    1.16722297e-03   4.67655389e-03   1.65687148e-02   1.74969938e-02
   -1.33417929e-02   1.46643491e-03   1.35212913e-02   2.44659581e-03
    4.63235289e-01  -1.68653242e-02   5.22115350e-01   4.32595648e-02
    1.84862700e-03  -6.36074394e-02   5.47239222e-02   1.12235278e-01
    6.74766442e-03   6.87120762e-03   1.82870328e-02   2.21020654e-02
   -1.74901856e-03  -2.54259416e-04   1.86243164e-03   3.26659065e-04
    6.20104149e-02  -5.58915548e-03   7.28430003e-02   7.58111896e-03
    9.72404028e-04   2.60238303e-03   1.92878731e-02   2.06906870e-02
    4.18895128e-04  -9.04621615e-04   5.36910025e-03   3.29119153e-03]
 [  4.46230033e-03  -5.04482305e-03   9.09414887e-03   6.55346923e-03
   -2.11126842e-02  -1.38722174e-02   3.69901210e-02   2.10627429e-02
    4.45413850e-02   3.09485523e-03   7.62545094e-02   1.86455697e-02
   -9.74980276e-03  -6.16932707e-03   1.03274584e-02   8.83380603e-03
    8.62398818e-02  -6.26314664e-04   8.75366703e-02   3.93687971e-02
   -6.57550022e-02  -1.08600825e-01   2.14521825e-01   1.91363394e-01
    2.73018986e-01  -4.07411903e-02   5.39323092e-01   1.80201188e-01
   -6.36161938e-02  -8.19764659e-03   8.29281732e-02   7.26540685e-02
    1.44736379e-01  -2.90944818e-02   1.49773151e-01   4.32649776e-02
   -5.71412146e-02   1.33187115e-01   1.76252276e-01   2.33171314e-01
    1.43811377e-02   4.80916128e-02   3.60108674e-01   3.85717094e-01
    4.37216312e-02  -1.25907827e-02   5.72404861e-02   6.15491979e-02
    3.09291538e-02  -7.33921630e-03   3.24610174e-02   7.68466294e-03
    1.17364656e-02  -1.44060114e-02   3.78658064e-02   3.38793546e-02
   -1.26343512e-03  -1.79874301e-02   8.52336362e-02   4.80582416e-02
    1.38671181e-04  -3.04841466e-04   5.51285176e-03   7.69271981e-03]
 [ -2.75158556e-03   6.18689344e-04   3.20018386e-03   2.26443424e-03
   -1.08954636e-02  -5.65879093e-03   5.16643785e-02   2.29516644e-02
    4.70967703e-02  -1.08906571e-02   6.98674023e-02   2.18278691e-02
   -6.41199155e-03   5.22836763e-03   7.02339690e-03   8.14044103e-03
    5.27651375e-03  -5.21822309e-04   2.28414591e-02   1.13028344e-02
   -1.09694369e-01  -1.22397609e-01   3.17343324e-01   1.60750896e-01
    2.44587690e-01  -1.40759110e-01   4.28924888e-01   1.72571048e-01
   -1.94717851e-02  -3.04564908e-02   3.37173007e-02   5.89437187e-02
   -6.23582955e-03   1.99785456e-03   2.33948920e-02   1.82815529e-02
   -6.28301278e-02   1.27827749e-01   3.22166026e-01   1.49574950e-01
    2.32006431e-01   1.52710751e-01   5.12030840e-01   1.89503178e-01
   -3.23973931e-02   1.51247596e-02   5.00126779e-02   4.72341366e-02
    1.01900101e-03   1.53976167e-03   2.34866794e-03   3.68394586e-03
   -4.21263045e-03   1.25635928e-02   3.48565951e-02   2.65056100e-02
    1.85488872e-02  -1.40084792e-02   5.24819419e-02   2.98111774e-02
   -8.40026420e-03   4.79491986e-03   9.85712186e-03   9.48693231e-03]
 [  9.91915818e-03   1.64688961e-03   1.08495913e-02   3.94424982e-03
   -1.48629566e-04  -1.25455232e-02   1.58066023e-02   2.28095725e-02
    1.72658656e-02  -1.16587188e-02   4.82533798e-02   1.75067112e-02
   -4.61865589e-03   1.22673882e-04   7.93759059e-03   1.08462907e-02
    5.45424707e-02  -2.54671685e-02   5.58691882e-02   2.92198621e-02
   -2.68384330e-02  -1.39805436e-01   2.56192029e-01   2.02192336e-01
    1.59081876e-01  -1.45857438e-01   4.14788544e-01   2.07729682e-01
   -2.59795319e-02   2.25016400e-02   4.22720090e-02   1.39187112e-01
    5.34654222e-02  -4.40290151e-03   5.58655187e-02   2.58251391e-02
    1.17016239e-02  -4.63569798e-02   2.92891622e-01   1.47625417e-01
    1.04355425e-01  -1.95483565e-02   5.21001399e-01   3.87997776e-01
    2.81814318e-02  -2.82528605e-02   5.93375303e-02   9.17610601e-02
    2.58444459e-03   1.15998113e-03   7.90910143e-03   3.03396699e-03
    2.95661073e-02   4.15397109e-03   4.69299667e-02   3.82294618e-02
   -1.31200682e-02  -2.37982254e-02   6.78646490e-02   6.00030944e-02
    2.74051703e-03   2.79283291e-03   9.31521691e-03   7.76528474e-03]]"
4	knot_defect	"[[ -4.74914938e-04  -2.67948397e-03   8.37277214e-04   3.43599473e-03
    3.04855537e-02  -3.47934291e-02   4.00601439e-02   4.80849221e-02
    1.19475443e-02  -1.11204758e-02   3.92978415e-02   2.69634053e-02
    1.95344002e-03  -1.62370922e-03   2.18419638e-03   1.73471996e-03
    3.15643218e-03  -2.91183940e-03   9.46883392e-03   1.42710516e-02
   -1.47276223e-02  -3.12129799e-02   3.45187068e-01   1.03422880e-01
    3.12905073e-01  -2.16509160e-02   5.47777891e-01   1.08292721e-01
    4.58418466e-02  -6.84029749e-03   4.66128252e-02   1.27181094e-02
    3.97199998e-03   2.57229768e-02   1.82554405e-02   3.38479541e-02
    7.55279586e-02   2.16867566e-01   2.36992076e-01   3.05732340e-01
    1.57553345e-01   7.04381615e-02   4.17259276e-01   1.67135641e-01
    4.28601988e-02   1.66619010e-02   4.96544912e-02   1.96060371e-02
   -6.64131774e-04   6.67249784e-03   1.52342371e-03   7.66280247e-03
    2.20821123e-03   1.18018035e-02   1.68181416e-02   2.64150407e-02
    1.00864740e-02   1.08530363e-02   3.60814445e-02   3.57876457e-02
   -1.69214688e-03  -1.96223892e-03   2.53190473e-03   2.01598089e-03]
 [ -2.80952454e-03  -6.57197600e-03   2.80952454e-03   7.07602315e-03
    1.52837653e-02  -3.80737297e-02   2.42786519e-02   4.64892536e-02
    1.68537796e-02  -1.44700948e-02   3.07617188e-02   2.15695053e-02
   -7.39927171e-04  -1.27227642e-04   1.35531661e-03   1.08545192e-03
   -2.07230970e-02  -8.68418440e-03   2.42604334e-02   2.25052796e-02
   -3.70969288e-02  -5.15121333e-02   2.13004664e-01   1.43468902e-01
    3.80833358e-01  -9.05225873e-02   5.30278206e-01   1.22879967e-01
    9.50950850e-03  -7.02776853e-03   1.93935838e-02   8.78558867e-03
   -1.91035140e-02   4.24147137e-02   2.24197656e-02   4.46899980e-02
   -5.91538288e-03   2.27884680e-01   1.59969330e-01   2.97769874e-01
    2.28247494e-01   1.38443679e-01   4.16760147e-01   2.26500779e-01
    6.54448010e-03   1.73590577e-03   3.26261669e-02   1.50342183e-02
   -1.18375139e-03   7.71547842e-04   1.38112740e-03   4.90445737e-03
   -3.26546421e-03   8.96124449e-03   1.14147719e-02   3.38894390e-02
    1.01528196e-02   1.78051833e-02   2.21592076e-02   3.24111320e-02
   -8.16972461e-04  -9.89454333e-04   2.31540343e-03   1.86644727e-03]
 [  9.52022790e-04  -2.60966388e-03   2.70388252e-03   5.99580538e-03
    2.63828281e-02  -1.46299945e-02   2.83103529e-02   2.18436755e-02
    3.24911922e-02  -7.98634999e-03   4.35132235e-02   2.01481767e-02
    9.43416788e-04   8.43506714e-04   3.50852683e-03   2.65787705e-03
   -5.17034670e-04  -2.35500536e-03   6.10851822e-03   1.33288130e-02
    8.60604718e-02  -1.28491223e-01   2.24511445e-01   1.44417882e-01
    4.16325897e-01  -9.20648947e-02   4.34089512e-01   1.37019038e-01
    1.48359593e-02   3.87472659e-03   1.86396297e-02   5.86120086e-03
   -1.44289667e-03   2.60781236e-02   9.11317766e-03   2.63789464e-02
    4.47189957e-02   1.66326970e-01   2.18515620e-01   1.73991993e-01
    4.25767273e-01   1.06553905e-01   4.25767273e-01   1.39900327e-01
    4.01819963e-03  -9.96820908e-03   1.65161788e-02   1.73247401e-02
   -5.25146199e-04   3.39125772e-03   2.78203795e-03   4.75875800e-03
    2.38460414e-02   3.73329446e-02   3.04815974e-02   3.88399586e-02
    1.18810181e-02   1.50391320e-02   2.16070395e-02   2.56530698e-02
    5.69464581e-04   1.06756610e-03   5.14358748e-03   3.65788699e-03]
 [ -5.62970154e-03  -4.10739146e-03   5.95456036e-03   4.71423799e-03
   -1.86898727e-02  -4.71156128e-02   2.78880075e-02   7.13954866e-02
    1.47201149e-02  -5.84648363e-02   2.47031488e-02   9.54008996e-02
    3.66943609e-03  -2.91004684e-03   4.96298680e-03   4.60501481e-03
   -1.36452410e-02  -1.14399865e-02   4.33659256e-02   1.81087591e-02
   -2.46351808e-01  -1.04419068e-01   2.88333893e-01   2.34039664e-01
    2.57672012e-01  -8.37319195e-02   3.00627530e-01   2.31339067e-01
    1.84497479e-02   8.89870524e-03   3.36458497e-02   1.44794229e-02
    3.61450715e-03   2.36318745e-02   4.84648310e-02   2.44403742e-02
   -2.85261005e-01   2.01286003e-01   2.85261005e-01   2.01286003e-01
    2.72739977e-01   1.63381979e-01   3.45059901e-01   2.38567919e-01
    1.58259645e-02   2.00864542e-02   2.31433157e-02   2.00864542e-02
    1.05069741e-03   2.81803962e-03   3.98028689e-03   2.90594646e-03
   -2.81934552e-02   7.20028505e-02   2.93877460e-02   7.44836852e-02
    2.16092262e-02   5.40138185e-02   2.85527874e-02   6.59545958e-02
    1.88478513e-03   3.39449005e-04   2.73359148e-03   2.64594611e-03]
 [  2.35603773e-04  -3.37991165e-03   4.55844728e-03   3.58645129e-03
   -5.28495796e-02  -9.61475521e-02   5.35606705e-02   1.01595335e-01
    4.06191573e-02  -8.81932303e-02   4.22784612e-02   9.47900787e-02
    2.75754603e-03  -1.02374912e-03   3.24808294e-03   1.74703065e-03
   -4.86486293e-02  -3.00988350e-02   7.01241344e-02   3.06691639e-02
   -2.79410034e-01  -1.55179903e-01   3.08549613e-01   2.70268142e-01
    2.69815683e-01  -1.25216365e-01   2.69815683e-01   1.44143283e-01
    7.79021755e-02  -2.81706620e-02   8.63687024e-02   2.81706620e-02
   -5.32297418e-02   2.98453378e-03   6.89149573e-02   2.06966233e-02
   -1.81765333e-01   4.73114895e-03   3.46542478e-01   2.13093236e-01
    2.69090384e-01   1.02545105e-01   3.06335092e-01   1.99352920e-01
    3.45491134e-02  -4.49134596e-03   5.93955107e-02   2.56886091e-02
   -6.48678513e-04   3.11753189e-04   7.39460625e-03   6.44403277e-03
   -2.25484297e-02   1.08525984e-01   3.02568786e-02   1.32342294e-01
    3.32484506e-02   7.72768110e-02   3.95365097e-02   9.84437615e-02
    2.60043913e-03   4.66884812e-03   6.89806975e-03   9.52211767e-03]
 [  1.08457170e-03  -1.70995470e-03   1.42278639e-03   2.99971178e-03
   -1.52830398e-02  -1.05655752e-02   2.04541963e-02   2.07463186e-02
    2.32548956e-02  -1.52811529e-02   2.54751369e-02   2.38396302e-02
    7.80632778e-04  -1.44766775e-04   1.48695335e-03   1.81268028e-03
   -2.18532085e-02  -5.01468256e-02   2.35860404e-02   5.20571731e-02
    1.89776555e-01  -2.38660887e-01   2.38471821e-01   3.30283970e-01
    3.37376654e-01  -5.10372855e-02   3.82684469e-01   1.64277107e-01
    1.84112005e-02  -1.09881948e-04   2.07043607e-02   6.13855012e-03
   -9.73727833e-03   4.12722304e-03   2.07387507e-02   1.70635097e-02
    2.45955229e-01   8.26990828e-02   2.45955229e-01   1.19368285e-01
    3.59876573e-01   3.21742408e-02   3.70306581e-01   1.47809237e-01
    8.19095876e-03  -9.39095952e-03   2.01582555e-02   1.12828081e-02
    1.40302858e-04   6.42828969e-03   1.92334014e-03   9.04946681e-03
    2.83111874e-02   2.66271625e-02   2.97064185e-02   4.80668172e-02
    1.64874699e-02  -9.23651550e-03   2.51491331e-02   4.42513563e-02
   -8.78562714e-05  -2.59412359e-03   2.60634325e-03   5.11066662e-03]
 [  1.33023178e-03  -1.51222413e-02   3.51942563e-03   1.51326722e-02
    2.40245983e-02  -4.50461209e-02   3.34260501e-02   5.31953387e-02
    6.27643289e-03   7.02568283e-03   3.47031690e-02   3.82279642e-02
    2.24209391e-03  -1.18015893e-03   2.40106741e-03   1.69822481e-03
    6.61075767e-03  -2.13542636e-02   2.20489334e-02   4.55139168e-02
    2.30487704e-01  -1.17546789e-01   2.38760635e-01   1.97407871e-01
    4.00696695e-01  -6.61866143e-02   4.08724338e-01   1.12667345e-01
    1.25355143e-02  -1.68045855e-03   1.50383972e-02   8.46460555e-03
    1.98780596e-02   1.22559750e-02   2.38844976e-02   1.71233788e-02
    2.24723771e-01   7.13373423e-02   2.63006866e-01   1.33925170e-01
    3.81048977e-01   4.72223060e-03   4.05592680e-01   1.26163825e-01
    1.41844917e-02  -5.39141661e-03   1.91600677e-02   1.01477616e-02
    1.59880845e-03   1.97300129e-03   2.49639177e-03   4.79249749e-03
    4.43680063e-02   1.53703149e-02   4.93299961e-02   3.63919511e-02
    1.45598454e-02  -1.57930665e-02   2.66932286e-02   3.72438505e-02
   -1.47783710e-03  -4.79001366e-03   3.22613679e-03   6.15637656e-03]
 [ -1.92402415e-02  -1.02502974e-02   1.93564016e-02   1.02651874e-02
    1.86687820e-02  -3.71959582e-02   4.58112806e-02   4.73122485e-02
    2.67628692e-02  -4.21994291e-02   3.81251872e-02   4.43697013e-02
    8.65342189e-03  -7.74823269e-03   1.29676089e-02   7.74823269e-03
   -7.91764259e-02   2.72503914e-03   8.15509632e-02   1.75799374e-02
   -1.54124320e-01   1.24024355e-03   2.36839265e-01   1.78216472e-01
    2.25102827e-01  -1.09413698e-01   2.75361836e-01   1.20244078e-01
    7.18608946e-02  -1.81182791e-02   7.64165819e-02   3.59366797e-02
   -8.85635689e-02   2.27642599e-02   9.01337937e-02   4.27028872e-02
   -1.43158719e-01   3.00254747e-02   2.82277256e-01   4.28344458e-01
    1.11655504e-01   3.46778259e-02   3.12958896e-01   4.18980777e-01
    1.02356575e-01   3.58962826e-02   1.15782961e-01   4.16913927e-02
   -2.23122025e-03   1.63531327e-03   5.52328117e-03   1.03426678e-02
   -4.34421450e-02   1.22830823e-01   5.60026430e-02   1.38556972e-01
    5.88053353e-02   1.16705693e-01   6.48894981e-02   1.36059865e-01
   -3.37327161e-04   2.06934288e-04   7.92272389e-03   6.99200854e-03]
 [  7.66155310e-04  -3.59525811e-03   2.56293942e-03   3.75267002e-03
    1.14633823e-02  -1.26348613e-02   2.63354648e-02   2.04656068e-02
    3.48937921e-02  -1.37887541e-02   4.78617959e-02   3.12219933e-02
   -9.84412734e-04   2.07607867e-04   9.22573730e-03   1.03532313e-03
   -3.04253446e-03   1.61878509e-03   1.24393050e-02   1.13366945e-02
    2.22502246e-01  -3.19025405e-02   2.30067432e-01   9.82394814e-02
    1.03273526e-01   2.53668614e-03   4.62538689e-01   1.76137820e-01
    1.42901642e-02   5.11509925e-03   3.74216437e-02   1.17363278e-02
   -4.20833851e-04   2.97647472e-02   2.45344192e-02   3.65594029e-02
    2.46024900e-03  -2.68320199e-02   2.38526821e-01   2.72675663e-01
    2.29004875e-01  -7.59209767e-02   5.53687751e-01   3.15903336e-01
    1.09168664e-02   3.27340770e-03   3.62388976e-02   1.14175417e-02
   -2.57280283e-03  -5.91264479e-03   2.97134882e-03   1.10548912e-02
    1.44151794e-02  -1.92202430e-03   4.08601277e-02   6.63377717e-02
    7.04404563e-02   5.21439910e-02   7.12350234e-02   5.26122153e-02
   -2.06400803e-03  -3.58223537e-04   7.04567041e-03   4.19569993e-03]
 [ -2.76858486e-06  -4.29506600e-03   2.91988347e-03   7.62671186e-03
    2.58878134e-02  -1.79563854e-02   3.50919552e-02   2.41671614e-02
    6.41446784e-02  -2.33833846e-02   6.67037964e-02   2.67880950e-02
   -7.06938386e-04  -3.60555109e-03   6.70972932e-03   3.60555109e-03
   -3.89390322e-03  -5.86654991e-04   2.04287879e-02   1.04214353e-02
    2.04639003e-01  -4.13598306e-03   2.25686356e-01   1.20658271e-01
    3.15277338e-01  -1.39912456e-01   4.49185669e-01   1.46334603e-01
    3.59151028e-02  -3.81757878e-03   7.57189989e-02   2.86432132e-02
    1.11120362e-02   4.58988314e-03   3.20301764e-02   5.24289869e-02
    1.74198955e-01   8.63507241e-02   2.66148537e-01   2.24890083e-01
    2.50661582e-01   1.41784862e-01   4.52604145e-01   2.21708059e-01
    1.50405364e-02  -8.56010057e-03   7.45690838e-02   6.45132363e-02
    1.45942240e-03   1.74216218e-02   3.08000343e-03   1.83739942e-02
    2.93359775e-02   5.38264699e-02   3.68674099e-02   7.46875554e-02
    6.31661946e-03   1.46998083e-02   5.30413650e-02   6.78744167e-02
    6.22483250e-03   4.22073575e-03   8.02866928e-03   5.01894951e-03]]"
